PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
399,Pure Python/C Accelerator Module Compatibility Requirements,Final,04-Apr-2011,20,4,0,4,0.10924296047183697,0.27161196779722485
3003,Python Language Moratorium,Final,21-Oct-2009,20,2,0,2,0.09989920703068808,0.9999999999999999
3155,Qualified name for classes and functions,Final,29-Oct-2011,20,3,0,3,0.09834048911112586,0.41440377470640755
421,Adding sys.implementation,Final,26-Apr-2012,20,2,2,4,0.07666189430304582,0.8177552575365542
3139,"Cleaning out sys and the ""interpreter"" module",Rejected,04-Apr-2008,20,1,0,1,0.07047528380349188,0.07047528380349188
418,"Add monotonic time, performance counter, and process time functions",Final,26-Mar-2012,20,2,0,2,0.06055660605055134,0.7410933632335084
398,Python 3.3 Release Schedule,Final,23-Mar-2011,20,1,7,8,0.05399950588719522,0.16236900732538784
407,New release cycle and introducing long-term support versions,Deferred,12-Jan-2012,20,1,1,2,0.05399950588719522,0.46840328059360276
410,Use decimal.Decimal type for timestamps,Rejected,01-Feb-2012,20,1,0,1,0.05399950588719522,0.522402786480798
362,Function Signature Object,Final,21-Aug-2006,20,1,0,1,0.04445131779805686,0.8622065753346111
417,Including mock in the Standard Library,Final,12-Mar-2012,20,1,0,1,0.04445131779805686,0.6047483219135555
3154,Pickle protocol version 4,Final,11-Aug-2011,20,1,1,2,0.04445131779805686,0.3160632855952817
392,Python 3.2 Release Schedule,Final,30-Dec-2009,20,0,2,2,0.03789421763470074,0.10836950143819263
413,Faster evolution of the Python Standard Library,Withdrawn,24-Feb-2012,20,0,2,2,0.03789421763470074,0.5602970041154988
564,Add new time functions with nanosecond resolution,Final,16-Oct-2017,20,0,2,2,0.03789421763470074,0.9001007929693118
737,C API to format a type fully qualified name,Final,29-Nov-2023,20,0,2,2,0.03789421763470074,0.6426425395482563
739,``build-details.json`` 1.0 — a static description file for Python build details,Accepted,19-Dec-2023,20,0,1,1,0.03789421763470074,0.680536757182957
