PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
266,Optimizing Global Variable/Attribute Access,Withdrawn,13-Aug-2001,5,5,0,5,0.129082108015116,0.3001522125588203
218,Adding a Built-In Set Object Type,Final,31-Jul-2000,5,4,0,4,0.09812610827580742,0.782703727866716
267,Optimized Access to Module Namespaces,Deferred,23-May-2001,5,3,2,5,0.07034716954313583,0.37049938210195615
280,Optimizing access to globals,Deferred,10-Feb-2002,5,3,2,5,0.07034716954313583,0.5854818603762638
263,Defining Python Source Code Encodings,Final,06-Jun-2001,5,2,0,2,0.06516844076927342,0.13714278609833294
282,A Logging System,Final,04-Feb-2002,5,2,0,2,0.06516844076927342,0.6506503011455372
269,Pgen Module for Python,Deferred,24-Aug-2001,5,2,0,2,0.04045019013937291,0.41094957224132905
286,Enhanced Argument Tuples,Deferred,03-Mar-2002,5,2,0,2,0.04045019013937291,0.8594843997071452
322,Reverse Iteration,Final,24-Sep-2003,5,1,0,1,0.03804702688368814,0.07197434532905952
278,Universal Newline Support,Final,14-Jan-2002,5,1,0,1,0.03633048170105616,0.515134690833128
285,Adding a bool type,Final,08-Mar-2002,5,1,0,1,0.03633048170105616,0.8190342095677723
307,Extensions to the pickle protocol,Final,31-Jan-2003,5,1,0,1,0.03633048170105616,0.9636695182989441
311,Simplified Global Interpreter Lock Acquisition for Extensions,Final,05-Feb-2003,5,1,0,1,0.03633048170105616,1.0000000000000002
270,uniq method for list objects,Rejected,21-Aug-2001,5,0,1,1,0.03392731844537139,0.44487689068670044
283,Python 2.3 Release Schedule,Final,27-Feb-2002,5,0,12,12,0.03392731844537139,0.6845776195909087
320,Python 2.4 Release Schedule,Final,29-Jul-2003,5,0,7,7,0.03392731844537139,0.03392731844537139
329,Treating Builtins as Constants in the Standard Library,Rejected,18-Apr-2004,5,0,1,1,0.03392731844537139,0.17107010454370433
337,Logging Usage in the Standard Library,Deferred,02-Oct-2004,5,0,1,1,0.03392731844537139,0.47880420913207183
802,Display Syntax for the Empty Set,Draft,08-Aug-2025,5,0,1,1,0.03392731844537139,0.8934117181525165
3120,Using UTF-8 as the default source encoding,Final,15-Apr-2007,5,0,1,1,0.03392731844537139,0.927339036597888
