,PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
48,228,Reworking Python's Numeric Model,Withdrawn,04-Nov-2000,3,1,1,2,0.015843524678854602,0.9377563932789384
64,244,The ``directive`` statement,Rejected,20-Mar-2001,3,0,3,3,0.012448721344212339,0.9502051146231507
132,313,Adding Roman Numeral Literals to Python,Rejected,01-Apr-2003,3,0,2,2,0.012448721344212339,0.9626538359673631
136,317,Eliminate Implicit Exception Instantiation,Rejected,06-May-2003,3,0,3,3,0.012448721344212339,0.9751025573115755
261,443,Single-dispatch generic functions,Final,22-May-2013,3,0,3,3,0.012448721344212339,0.9875512786557877
315,497,A standard mechanism for backward compatibility,Rejected,04-Aug-2015,3,0,3,3,0.012448721344212339,1.0
638,3000,Python 3000,Final,05-Apr-2006,4,4,3,7,0.11604603793556884,0.11604603793556884
163,344,Exception Chaining and Embedded Tracebacks,Superseded,12-May-2005,4,4,2,6,0.09938307544591368,0.21542911338148252
677,3134,Exception Chaining and Embedded Tracebacks,Final,12-May-2005,4,3,2,5,0.09508965321516755,0.31051876659665006
3,4,Deprecation of Standard Modules,Active,01-Oct-2000,4,4,0,4,0.08515867579669173,0.3956774423933418
643,3100,Miscellaneous Python 3.0 Plans,Final,20-Aug-2004,4,4,7,11,0.07737567221305594,0.47305311460639776
642,3099,Things that will Not Change in Python 3000,Final,04-Apr-2006,4,3,0,3,0.07138610997571987,0.5444392245821176
167,348,Exception Reorganization for Python 3.0,Rejected,28-Jul-2005,4,2,2,4,0.06923593940821804,0.6136751639903356
180,361,Python 2.6 and 3.0 Release Schedule,Final,29-Jun-2006,4,1,5,6,0.0486150000758915,0.6622901640662271
171,352,Required Superclass for Exceptions,Final,27-Oct-2005,4,4,1,5,0.04720443841966313,0.7094946024858902
110,290,Code Migration and Modernization,Active,06-Jun-2002,4,1,1,2,0.04516176148564879,0.754656363971539
472,654,Exception Groups and except*,Final,22-Feb-2021,4,2,1,3,0.0357988132892201,0.7904551772607592
639,3001,Procedure for reviewing and improving standard library modules,Withdrawn,05-Apr-2006,4,1,0,1,0.025131459100256996,0.8155866363610161
648,3105,Make print a function,Final,19-Nov-2006,4,1,0,1,0.025131459100256996,0.8407180954612732
653,3110,Catching Exceptions in Python 3000,Final,16-Jan-2006,4,1,3,4,0.025131459100256996,0.8658495545615301
190,371,Addition of the multiprocessing package to the standard library,Final,06-May-2008,4,1,0,1,0.024000301586853484,0.8898498561483836
114,294,Type Names in the types Module,Rejected,19-Jun-2002,4,0,1,1,0.01573573483594522,0.9055855909843289
496,678,Enriching Exceptions with Notes,Final,20-Dec-2021,4,0,2,2,0.01573573483594522,0.921321325820274
601,785,New methods for easier handling of ``ExceptionGroup``\ s,Draft,08-Apr-2025,4,0,1,1,0.01573573483594522,0.9370570606562193
647,3104,Access to Names in Outer Scopes,Final,12-Oct-2006,4,0,1,1,0.01573573483594522,0.9527927954921646
652,3109,Raising Exceptions in Python 3000,Final,19-Jan-2006,4,0,2,2,0.01573573483594522,0.9685285303281097
654,3111,Simple input built-in in Python 3000,Final,13-Sep-2006,4,0,1,1,0.01573573483594522,0.984264265164055
694,3151,Reworking the OS and IO exception hierarchy,Final,21-Jul-2010,4,0,1,1,0.01573573483594522,1.0000000000000002
12,13,Python Language Governance,Active,16-Dec-2018,5,16,12,28,0.29390491847142053,0.29390491847142053
702,8001,Python Governance Voting Process,Final,24-Aug-2018,5,9,9,18,0.11724494046389913,0.41114985893531963
710,8016,The Steering Council Model,Accepted,01-Nov-2018,5,10,2,12,0.09187260585083983,0.5030224647861595
701,8000,Python Language Governance Proposal Overview,Final,24-Aug-2018,5,2,10,12,0.04107023830931952,0.544092703095479
703,8002,Open Source Governance Survey,Final,24-Aug-2018,5,3,0,3,0.038533567729974426,0.5826262708254535
704,8010,The Technical Leader Governance Model,Rejected,24-Aug-2018,5,4,3,7,0.033683207594102836,0.6163094784195563
711,8100,January 2019 Steering Council election,Final,03-Jan-2019,5,1,1,2,0.02999705878422576,0.6463065372037821
712,8101,2020 Term Steering Council election,Final,16-Nov-2019,5,1,1,2,0.02999705878422576,0.6763035959880078
713,8102,2021 Term Steering Council election,Final,29-Oct-2020,5,1,1,2,0.02999705878422576,0.7063006547722336
714,8103,2022 Term Steering Council election,Final,04-Oct-2021,5,1,1,2,0.02999705878422576,0.7362977135564593
715,8104,2023 Term Steering Council election,Final,08-Nov-2022,5,1,1,2,0.02999705878422576,0.7662947723406851
716,8105,2024 Term Steering Council election,Final,23-Oct-2023,5,1,1,2,0.02999705878422576,0.7962918311249109
717,8106,2025 Term Steering Council election,Final,21-Oct-2024,5,1,1,2,0.02999705878422576,0.8262888899091366
718,8107,2026 Term Steering Council election,Final,21-Oct-2025,5,1,1,2,0.02999705878422576,0.8562859486933624
705,8011,Python Governance Model Lead by Trio of Pythonistas,Rejected,24-Aug-2018,5,3,4,7,0.027779991590802237,0.8840659402841646
706,8012,The Community Governance Model,Rejected,03-Oct-2018,5,2,4,6,0.023743611593486237,0.9078095518776508
707,8013,The External Council Governance Model,Rejected,14-Sep-2018,5,2,5,7,0.023743611593486237,0.931553163471137
708,8014,The Commons Governance Model,Rejected,16-Sep-2018,5,2,2,4,0.023743611593486237,0.9552967750646233
709,8015,Organization of the Python community,Rejected,04-Oct-2018,5,2,2,4,0.023743611593486237,0.9790403866581096
427,609,Python Packaging Authority (PyPA) Governance,Active,05-Nov-2019,5,1,0,1,0.011780215222601408,0.990820601880711
588,772,Packaging Council governance process,Draft,21-Jan-2025,5,0,3,3,0.009179398119288817,0.9999999999999998
227,409,Suppressing exception context,Final,26-Jan-2012,6,3,1,4,0.2172795335404454,0.2172795335404454
233,415,Implement context suppression with exception attributes,Final,26-Feb-2012,6,3,1,4,0.2172795335404454,0.4345590670808908
217,399,Pure Python/C Accelerator Module Compatibility Requirements,Final,04-Apr-2011,6,4,0,4,0.05910610347762081,0.4936651705585116
641,3003,Python Language Moratorium,Final,21-Oct-2009,6,2,0,2,0.05509781198718669,0.5487629825456983
698,3155,Qualified name for classes and functions,Final,29-Oct-2011,6,3,0,3,0.05275128376302941,0.6015142663087277
239,421,Adding sys.implementation,Final,26-Apr-2012,6,2,2,4,0.04147779196085841,0.6429920582695862
682,3139,"Cleaning out sys and the ""interpreter"" module",Rejected,04-Apr-2008,6,1,0,1,0.03852817846198944,0.6815202367315756
236,418,"Add monotonic time, performance counter, and process time functions",Final,26-Mar-2012,6,2,0,2,0.03259524019034531,0.7141154769219209
216,398,Python 3.3 Release Schedule,Final,23-Mar-2011,6,1,9,10,0.02978241871574014,0.7438978956376611
225,407,New release cycle and introducing long-term support versions,Deferred,12-Jan-2012,6,1,1,2,0.02978241871574014,0.7736803143534011
228,410,Use decimal.Decimal type for timestamps,Rejected,01-Feb-2012,6,1,0,1,0.02978241871574014,0.8034627330691413
181,362,Function Signature Object,Final,21-Aug-2006,6,1,0,1,0.023712688419832213,0.8271754214889735
235,417,Including mock in the Standard Library,Final,12-Mar-2012,6,1,0,1,0.023712688419832213,0.8508881099088057
697,3154,Pickle protocol version 4,Final,11-Aug-2011,6,1,1,2,0.023712688419832213,0.8746007983286379
210,392,Python 3.2 Release Schedule,Final,30-Dec-2009,6,0,2,2,0.02089986694522704,0.895500665273865
231,413,Faster evolution of the Python Standard Library,Withdrawn,24-Feb-2012,6,0,2,2,0.02089986694522704,0.916400532219092
308,490,Chain exceptions at C level,Rejected,25-Mar-2015,6,0,2,2,0.02089986694522704,0.9373003991643191
382,564,Add new time functions with nanosecond resolution,Final,16-Oct-2017,6,0,2,2,0.02089986694522704,0.9582002661095461
553,737,C API to format a type fully qualified name,Final,29-Nov-2023,6,0,2,2,0.02089986694522704,0.9791001330547732
555,739,``build-details.json`` 1.0 — a static description file for Python build details,Accepted,19-Dec-2023,6,0,1,1,0.02089986694522704,1.0000000000000002
409,591,Adding a final qualifier to typing,Final,15-Mar-2019,7,5,1,6,0.27134543023750757,0.27134543023750757
404,586,Literal Types,Final,14-Mar-2019,7,3,1,4,0.26370404251557006,0.5350494727530777
396,578,Python Runtime Audit Hooks,Final,16-Jun-2018,7,2,1,3,0.07891838790475471,0.6139678606578324
369,551,Security transparency in the Python runtime,Withdrawn,23-Aug-2017,7,1,1,2,0.07770053358185153,0.6916683942396838
407,589,TypedDict: Type Hints for Dictionaries with a Fixed Set of Keys,Final,20-Mar-2019,7,6,2,8,0.04748107778037566,0.7391494720200595
403,585,Type Hinting Generics In Standard Collections,Final,03-Mar-2019,7,3,0,3,0.04134721585989165,0.7804966878799512
422,604,Allow writing union types as ``X | Y``,Final,28-Aug-2019,7,3,1,4,0.028453527583674084,0.8089502154636252
473,655,Marking individual TypedDict items as required or potentially-missing,Final,30-Jan-2021,7,2,2,4,0.02656896510567791,0.8355191805693032
510,692,Using TypedDict for more precise \*\*kwargs typing,Final,29-May-2022,7,4,2,6,0.02547514829830318,0.8609943288676063
523,705,TypedDict: Read-only items,Final,07-Nov-2022,7,2,4,6,0.024111977005616632,0.885106305873223
430,612,Parameter Specification Variables,Final,18-Dec-2019,7,3,0,3,0.01953091042099042,0.9046372162942135
544,728,TypedDict with Typed Extra Items,Accepted,12-Sep-2023,7,2,3,5,0.015770286599981483,0.9204075028941949
580,764,Inline typed dictionaries,Draft,25-Oct-2024,7,1,4,5,0.013626731022006112,0.934034233916201
495,677,Callable Type Syntax,Rejected,13-Dec-2021,7,1,3,4,0.012874606257804325,0.9469088401740053
387,569,Python 3.8 Release Schedule,Final,27-Jan-2018,7,0,4,4,0.010618231965198965,0.9575270721392043
516,698,Override Decorator for Static Typing,Final,05-Sep-2022,7,0,1,1,0.010618231965198965,0.9681453041044032
583,767,Annotating Read-Only Attributes,Draft,18-Nov-2024,7,0,1,1,0.010618231965198965,0.9787635360696022
632,821,Support for unpacking TypedDicts in Callable type hints,Draft,12-Jan-2026,7,0,4,4,0.010618231965198965,0.9893817680348012
636,827,Type Manipulation,Draft,27-Feb-2026,7,0,3,3,0.010618231965198965,1.0000000000000002
86,266,Optimizing Global Variable/Attribute Access,Withdrawn,13-Aug-2001,8,5,0,5,0.14495372198075698,0.14495372198075698
87,267,Optimized Access to Module Namespaces,Deferred,23-May-2001,8,3,2,5,0.07938492101601785,0.22433864299677483
100,280,Optimizing access to globals,Deferred,10-Feb-2002,8,3,2,5,0.07938492101601785,0.30372356401279266
83,263,Defining Python Source Code Encodings,Final,06-Jun-2001,8,2,0,2,0.07217232405658561,0.3758958880693783
102,282,A Logging System,Final,04-Feb-2002,8,2,0,2,0.07217232405658561,0.4480682121259639
