,PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
147,328,Imports: Multi-Line and Absolute/Relative,Final,21-Dec-2003,16,4,0,4,0.07943817561898127,0.5987561436188057
119,299,Special __main__() function in modules,Rejected,12-Aug-2002,16,2,0,2,0.056830395789177146,0.6555865394079828
220,402,Simplified Package Layout and Partitioning,Rejected,12-Jul-2011,16,4,2,6,0.051561214802082145,0.707147754210065
201,382,Namespace Packages,Rejected,02-Apr-2009,16,3,2,5,0.04824385553857657,0.7553916097486416
690,3147,PYC Repository Directories,Final,16-Dec-2009,16,2,2,4,0.0352608927604189,0.7906525025090605
665,3122,Delineation of the main module,Rejected,27-Apr-2007,16,1,3,4,0.034152904324834865,0.8248054068338954
269,451,A ModuleSpec Type for the Import System,Final,08-Aug-2013,16,3,4,7,0.031101928635147193,0.8559073354690425
238,420,Implicit Namespace Packages,Final,19-Apr-2012,16,3,4,7,0.031065401335348644,0.8869727368043911
123,304,Controlling Generation of Bytecode Files,Withdrawn,22-Jan-2003,16,1,2,3,0.030622884255078628,0.9175956210594698
213,395,Qualified Names for Modules,Withdrawn,04-Mar-2011,16,2,6,8,0.0288841060270418,0.9464797270865116
224,406,Improved Encapsulation of Import State,Withdrawn,04-Jul-2011,16,1,4,5,0.022246198041312233,0.9687259251278239
188,369,Post import hooks,Withdrawn,02-Jan-2008,16,0,1,1,0.01563703743608791,0.9843629625639118
317,499,``python -m foo`` should also bind ``'foo'`` in ``sys.modules``,Deferred,07-Aug-2015,16,0,2,2,0.01563703743608791,0.9999999999999997
7,8,Style Guide for Python Code,Active,05-Jul-2001,17,11,2,13,0.2933984505322349,0.2933984505322349
674,3131,Supporting Non-ASCII Identifiers,Final,01-May-2007,17,2,0,2,0.16553463316698774,0.45893308369922264
6,7,Style Guide for C Code,Active,05-Jul-2001,17,1,1,2,0.14677053867255258,0.6057036223717752
651,3108,Standard Library Reorganization,Final,01-Jan-2007,17,2,3,5,0.040839325986551885,0.6465429483583272
693,3150,"Statement local namespaces (aka ""given"" clause)",Deferred,09-Jul-2010,17,1,3,4,0.03576383767014914,0.6823067860284763
143,324,subprocess - New process module,Final,19-Nov-2003,17,1,0,1,0.03364633026568819,0.7159531162941645
179,360,Externally Maintained Packages,Final,30-May-2006,17,1,0,1,0.03364633026568819,0.7495994465598527
178,359,"The ""make"" Statement",Withdrawn,05-Apr-2006,17,1,0,1,0.032208327127998065,0.7818077736878507
221,403,"General purpose decorator clause (aka ""@in"" clause)",Deferred,13-Oct-2011,17,1,2,3,0.032208327127998065,0.8140161008158487
419,601,Forbid return/break/continue breaking out of finally,Rejected,26-Aug-2019,17,1,1,2,0.0314572787393343,0.8454733795551831
183,364,Transitioning to the Py3K Standard Library,Withdrawn,01-Mar-2007,17,0,2,2,0.022075231492116716,0.8675486110472997
209,391,Dictionary-Based Configuration For Logging,Final,15-Oct-2009,17,0,1,1,0.022075231492116716,0.8896238425394165
241,423,Naming conventions and recipes related to packaging,Deferred,24-May-2012,17,0,2,2,0.022075231492116716,0.9116990740315332
490,672,Unicode-related Security Considerations for Python,Active,01-Nov-2021,17,0,1,1,0.022075231492116716,0.9337743055236499
576,760,No More Bare Excepts,Withdrawn,02-Oct-2024,17,0,1,1,0.022075231492116716,0.9558495370157666
578,762,REPL-acing the default REPL,Final,11-Oct-2024,17,0,1,1,0.022075231492116716,0.9779247685078833
581,765,Disallow return/break/continue that exit a finally block,Final,15-Nov-2024,17,0,2,2,0.022075231492116716,1.0
95,275,Switching on Multiple Values,Rejected,10-Nov-2001,18,2,1,3,0.19662455584205818,0.19662455584205818
646,3103,A Switch/Case Statement,Rejected,25-Jun-2006,18,2,1,3,0.19662455584205815,0.39324911168411636
452,634,Structural Pattern Matching: Specification,Final,12-Sep-2020,18,6,4,10,0.0656684732153754,0.45891758489949175
453,635,Structural Pattern Matching: Motivation and Rationale,Final,12-Sep-2020,18,5,7,12,0.06556025765658025,0.524477842556072
440,622,Structural Pattern Matching,Superseded,23-Jun-2020,18,4,3,7,0.06250927761018857,0.5869871201662605
454,636,Structural Pattern Matching: Tutorial,Final,12-Sep-2020,18,6,3,9,0.062043876480463424,0.6490309966467239
390,572,Assignment Expressions,Final,28-Feb-2018,18,3,0,3,0.05581721871963466,0.7048482153663587
402,584,Add Union Operators To dict,Final,01-Mar-2019,18,2,0,2,0.04720834843159644,0.752056563797955
435,617,New PEG parser for CPython,Final,24-Mar-2020,18,2,0,2,0.04720834843159644,0.7992649122295515
458,640,Unused variable syntax,Rejected,04-Oct-2020,18,2,4,6,0.03211224823942942,0.8313771604689809
444,626,Precise line numbers for debugging and other tools.,Final,15-Jul-2020,18,2,0,2,0.030689056359890825,0.8620662168288717
436,618,Add Optional Length-Checking To zip,Final,01-May-2020,18,1,0,1,0.02458709626710747,0.8866533130959793
462,644,Require OpenSSL 1.1.1 or newer,Final,27-Oct-2020,18,1,0,1,0.02458709626710747,0.9112404093630867
352,534,Improved Errors for Missing Standard Library Modules,Withdrawn,05-Sep-2016,18,1,0,1,0.0241512419747658,0.9353916513378525
437,619,Python 3.10 Release Schedule,Active,25-May-2020,18,0,6,6,0.021536116220715787,0.9569277675585683
460,642,Explicit Pattern Syntax for Structural Pattern Matching,Rejected,26-Sep-2020,18,0,7,7,0.021536116220715787,0.9784638837792841
471,653,Precise Semantics for Pattern Matching,Draft,09-Feb-2021,18,0,3,3,0.021536116220715787,0.9999999999999999
22,202,List Comprehensions,Final,13-Jul-2000,19,5,0,5,0.2353211474912799,0.2353211474912799
32,212,Loop Counter Iteration,Rejected,22-Aug-2000,19,4,2,6,0.11605239403620082,0.3513735415274807
99,279,The enumerate() built-in function,Final,30-Jan-2002,19,2,2,4,0.10396390892655791,0.4553374504540386
109,289,Generator Expressions,Final,30-Jan-2002,19,3,1,4,0.09961530647490313,0.5549527569289417
21,201,Lockstep Iteration,Final,13-Jul-2000,19,1,1,2,0.07298974009857395,0.6279424970275157
101,281,Loop Counter Iteration with range and xrange,Rejected,11-Feb-2002,19,2,2,4,0.07288148275449016,0.7008239797820058
38,218,Adding a Built-In Set Object Type,Final,31-Jul-2000,19,2,1,3,0.05384577135850802,0.7546697511405139
24,204,Range Literals,Rejected,14-Jul-2000,19,2,1,3,0.040894670230153425,0.7955644213706673
266,448,Additional Unpacking Generalizations,Final,29-Jun-2013,19,1,0,1,0.03372749649284299,0.8292919178635103
96,276,Simple Iterator for ints,Rejected,12-Nov-2001,19,1,2,3,0.028697927776426733,0.8579898456399371
90,270,uniq method for list objects,Rejected,21-Aug-2001,19,0,1,1,0.023668359060010476,0.8816582046999475
94,274,Dict Comprehensions,Final,25-Oct-2001,19,0,1,1,0.023668359060010476,0.905326563759958
104,284,Integer for-loops,Rejected,01-Mar-2002,19,0,4,4,0.023668359060010476,0.9289949228199684
142,323,Copyable Iterators,Deferred,25-Oct-2003,19,0,1,1,0.023668359060010476,0.952663281879979
615,802,Display Syntax for the Empty Set,Draft,08-Aug-2025,19,0,2,2,0.023668359060010476,0.9763316409399894
685,3142,"Add a ""while"" clause to generator expressions",Rejected,12-Jan-2009,19,0,2,2,0.023668359060010476,0.9999999999999999
206,387,Backwards Compatibility Policy,Active,18-Jun-2009,20,6,2,8,0.18933203776023888,0.18933203776023888
111,291,Backward Compatibility for the Python 2 Standard Library,Superseded,06-Jun-2002,20,1,0,1,0.10686155311926102,0.2961935908794999
520,702,Marking deprecations using the type system,Final,30-Dec-2022,20,1,2,3,0.10686155311926102,0.4030551439987609
26,206,Python Advanced Library,Withdrawn,14-Jul-2000,20,1,0,1,0.08743387366709371,0.4904890176658546
376,558,Defined semantics for locals(),Withdrawn,08-Sep-2017,20,2,2,4,0.07328517546637561,0.5637741931322302
412,594,Removing dead batteries from the standard library,Final,20-May-2019,20,1,1,2,0.07180993230461899,0.6355841254368493
485,667,Consistent views of namespaces,Final,30-Jul-2021,20,1,2,3,0.05753999407822603,0.6931241195150752
527,709,Inlined comprehensions,Final,24-Feb-2023,20,1,0,1,0.05084964361819594,0.7439737631332712
524,706,Filter for tarfile.extractall,Final,09-Feb-2023,20,1,1,2,0.048829928494475865,0.792803691627747
415,597,Add optional EncodingWarning,Final,05-Jun-2019,20,1,0,1,0.03761216257038602,0.830415854198133
547,731,C API Working Group Charter,Active,11-Oct-2023,20,1,0,1,0.03761216257038602,0.868028016768519
395,577,Augmented Assignment Expressions,Withdrawn,14-May-2018,20,0,1,1,0.02639439664629618,0.8944224134148153
492,674,Disallow using macros as l-values,Deferred,30-Nov-2021,20,0,1,1,0.02639439664629618,0.9208168100611115
504,686,Make UTF-8 mode default,Final,18-Mar-2022,20,0,2,2,0.02639439664629618,0.9472112067074077
537,721,Using tarfile.data_filter for source distribution extraction,Final,12-Jul-2023,20,0,1,1,0.02639439664629618,0.9736056033537038
559,743,Add Py_OMIT_LEGACY_API to the Python C API,Rejected,11-Mar-2024,20,0,2,2,0.02639439664629618,1.0
253,435,Adding an Enum type to the Python standard library,Final,23-Feb-2013,21,3,1,4,0.21323593002450789,0.21323593002450789
173,354,Enumerations in Python,Superseded,20-Dec-2005,21,1,1,2,0.1999302032032277,0.4131661332277356
247,429,Python 3.4 Release Schedule,Final,17-Oct-2012,21,1,9,10,0.09271793654597993,0.5058840697737155
271,453,Explicit bootstrapping of pip in Python installations,Final,10-Aug-2013,21,4,1,5,0.08711156383924495,0.5929956336129605
433,615,Support for the IANA Time Zone Database in the Standard Library,Final,22-Feb-2020,21,1,2,3,0.06573531100996358,0.658730944622924
249,431,Time zone support improvements,Superseded,11-Dec-2012,21,2,1,3,0.05536730264833343,0.7140982472712575
263,445,Add new APIs to customize Python memory allocators,Final,15-Jun-2013,21,2,0,2,0.05074511297160384,0.7648433602428614
251,433,Easier suppression of file descriptor inheritance,Superseded,10-Jan-2013,21,1,0,1,0.041988417061617954,0.8068317773044793
264,446,Make newly created file descriptors non-inheritable,Final,05-Aug-2013,21,1,1,2,0.027429788803184786,0.8342615661076641
265,447,Add __getdescriptor__ method to metaclass,Deferred,12-Jun-2013,21,1,0,1,0.027429788803184786,0.8616913549108488
268,450,Adding A Statistics Module To The Standard Library,Final,01-Aug-2013,21,1,0,1,0.027429788803184786,0.8891211437140336
272,454,Add a new tracemalloc module to trace Python memory allocations,Final,03-Sep-2013,21,1,1,2,0.027429788803184786,0.9165509325172184
273,455,Adding a key-transforming dictionary to collections,Rejected,13-Sep-2013,21,1,0,1,0.027429788803184786,0.9439807213204032
295,477,Backport ensurepip (PEP 453) to Python 2.7,Final,26-Aug-2014,21,0,1,1,0.0186730928931989,0.9626538142136021
479,661,Sentinel Values,Deferred,06-Jun-2021,21,0,1,1,0.0186730928931989,0.981326907106801
529,711,PyBI: a standard format for distributing Python Binaries,Draft,06-Apr-2023,21,0,1,1,0.0186730928931989,0.9999999999999999
644,3101,Advanced String Formatting,Final,16-Apr-2006,22,6,0,6,0.1833091181731604,0.1833091181731604
35,215,String Interpolation,Superseded,24-Jul-2000,22,4,0,4,0.1344901148832121,0.3177992330563725
316,498,Literal String Interpolation,Final,01-Aug-2015,22,5,2,7,0.12214506727920041,0.4399443003355729
519,701,Syntactic formalization of f-strings,Accepted,15-Nov-2022,22,3,2,5,0.08208132759463091,0.5220256279302038
354,536,Final Grammar for Literal String Interpolation,Withdrawn,11-Dec-2016,22,1,2,3,0.06535322023497639,0.5873788481651803
319,501,General purpose template literal strings,Withdrawn,08-Aug-2015,22,3,6,9,0.0634464082487283,0.6508252564139085
197,378,Format Specifier for Thousands Separator,Final,12-Mar-2009,22,1,1,2,0.056367322306368706,0.7071925787202772
566,750,Template Strings,Final,08-Jul-2024,22,2,3,5,0.0524065279643296,0.7595991066846068
112,292,Simpler String Substitutions,Final,18-Jun-2002,22,2,1,3,0.04463706752533915,0.804236174209946
125,306,How to Change Python's Grammar,Withdrawn,29-Jan-2003,22,1,0,1,0.04341822157471796,0.847654395784664
320,502,String Interpolation - Extended Discussion,Rejected,10-Aug-2015,22,0,5,5,0.030469120843067212,0.8781235166277311
500,682,Format Specifier for Signed Zero,Final,29-Jan-2022,22,0,1,1,0.030469120843067212,0.9085926374707983
602,787,Safer subprocess usage using t-strings,Deferred,13-Apr-2025,22,0,2,2,0.030469120843067212,0.9390617583138655
669,3126,Remove Implicit String Concatenation,Rejected,29-Apr-2007,22,0,1,1,0.030469120843067212,0.9695308791569328
670,3127,Integer Literal Support and Syntax,Final,14-Mar-2007,22,0,2,2,0.030469120843067212,1.0
324,506,Adding A Secrets Module To The Standard Library,Final,19-Sep-2015,23,3,1,4,0.2288046826121611,0.2288046826121611
322,504,Using the System RNG by default,Withdrawn,15-Sep-2015,23,1,1,2,0.21309009009784263,0.44189477271000377
199,380,Syntax for Delegating to a Subgenerator,Final,13-Feb-2009,23,5,0,5,0.11968507371725146,0.5615798464272552
310,492,Coroutines with async and await syntax,Final,09-Apr-2015,23,3,4,7,0.06204890153349295,0.6236287479607482
340,522,Allow BlockingIOError in security sensitive APIs,Rejected,16-Jun-2016,23,1,2,3,0.05913167048561882,0.6827604184463669
343,525,Asynchronous Generators,Final,28-Jul-2016,23,3,2,5,0.047948232068349736,0.7307086505147167
342,524,Make os.urandom() blocking on Linux,Final,20-Jun-2016,23,2,1,3,0.04768389458441776,0.7783925450991345
699,3156,"Asynchronous IO Support Rebooted: the ""asyncio"" Module",Final,12-Dec-2012,23,2,3,5,0.04759605210559027,0.8259885972047247
691,3148,futures - execute computations asynchronously,Final,16-Oct-2009,23,1,0,1,0.03208590512065403,0.8580745023253787
297,479,Change StopIteration handling inside generators,Final,15-Nov-2014,23,1,1,2,0.031785748631028204,0.889860250956407
695,3152,Cofunctions,Rejected,13-Feb-2009,23,1,1,2,0.031785748631028204,0.9216459995874352
348,530,Asynchronous Comprehensions,Final,03-Sep-2016,23,1,2,3,0.022552932004621613,0.9441989315920568
312,494,Python 3.6 Release Schedule,Final,30-May-2015,23,0,4,4,0.018600356135981093,0.9627992877280379
611,798,Unpacking in Comprehensions,Accepted,19-Jul-2025,23,0,1,1,0.018600356135981093,0.981399643864019
688,3145,Asynchronous I/O For subprocess.Popen,Withdrawn,04-Aug-2009,23,0,1,1,0.018600356135981093,1.0
323,505,None-aware operators,Deferred,18-Sep-2015,24,3,2,5,0.19373066647827616,0.19373066647827616
349,531,Existence checking operators,Withdrawn,25-Oct-2016,24,2,1,3,0.1370079958598645,0.33073866233814064
350,532,A circuit breaking protocol and binary operators,Deferred,30-Oct-2016,24,2,4,6,0.13216011431185132,0.462898776649992
154,335,Overloadable Boolean Operators,Rejected,29-Aug-2004,24,3,0,3,0.08921028267514952,0.5521090593251415
230,412,Key-Sharing Dictionary,Final,08-Feb-2012,24,2,0,2,0.06199860542835005,0.6141076647534915
328,510,Specialize functions with guards,Rejected,04-Jan-2016,24,2,0,2,0.058796696041882535,0.6729043607953741
353,535,Rich comparison chaining,Deferred,12-Nov-2016,24,1,2,3,0.05467353653748103,0.7275778973328552
327,509,Add a private version to dict,Superseded,04-Jan-2016,24,1,2,3,0.04919096788247998,0.7767688652153351
170,351,The freeze protocol,Rejected,14-Apr-2005,24,2,0,2,0.048625981821094094,0.8253948470364292
234,416,Add a frozendict builtin type,Rejected,29-Feb-2012,24,1,2,3,0.03412338609106637,0.8595182331274955
421,603,Adding a frozenmap type to collections,Draft,12-Sep-2019,24,1,0,1,0.03412338609106637,0.8936416192185619
329,511,API for code transformers,Rejected,04-Jan-2016,24,0,2,2,0.026589595195359562,0.9202312144139215
463,645,Allow writing optional types as ``x?``,Withdrawn,25-Aug-2020,24,0,1,1,0.026589595195359562,0.946820809609281
517,699,Remove private dict version field added in PEP 509,Accepted,03-Oct-2022,24,0,1,1,0.026589595195359562,0.9734104048046406
625,814,Add frozendict built-in type,Final,12-Nov-2025,24,0,3,3,0.026589595195359562,1.0000000000000002
645,3102,Keyword-Only Arguments,Final,22-Apr-2006,25,4,0,4,0.2139153680615829,0.2139153680615829
658,3115,Metaclasses in Python 3000,Final,07-Mar-2007,25,3,1,4,0.10450869384159739,0.3184240619031803
673,3130,Access to Current Module/Class/Function,Rejected,22-Apr-2007,25,2,0,2,0.07927734933368769,0.397701411236868
678,3135,New Super,Final,28-Apr-2007,25,2,2,4,0.06828009934396939,0.46598151058083737
656,3113,Removal of Tuple Parameter Unpacking,Final,02-Mar-2007,25,2,1,3,0.06761177208668175,0.5335932826675192
388,570,Python Positional-Only Parameters,Final,20-Jan-2018,25,1,3,4,0.06485668051612961,0.5984499631836487
240,422,Simpler customisation of class creation,Withdrawn,05-Jun-2012,25,2,3,5,0.06360630482182107,0.6620562680054698
305,487,Simpler customisation of class creation,Final,27-Feb-2015,25,2,3,5,0.06360630482182107,0.7256625728272909
186,367,New Super,Superseded,28-Apr-2007,25,1,2,3,0.05563318840882948,0.7812957612361203
191,372,Adding an ordered dictionary to collections,Final,15-Jun-2008,25,1,1,2,0.0492363816245521,0.8305321428606725
275,457,Notation For Positional-Only Parameters,Final,08-Oct-2013,25,1,1,2,0.04498952252665134,0.8755216653873238
338,520,Preserving Class Attribute Definition Order,Final,07-Jun-2016,25,1,2,3,0.04463593841911119,0.920157603806435
194,375,Python 3.1 Release Schedule,Final,08-Feb-2009,25,0,1,1,0.0266141320645217,0.9467717358709566
552,736,Shorthand syntax for keyword arguments at invocation,Rejected,28-Nov-2023,25,0,1,1,0.0266141320645217,0.9733858679354783
657,3114,Renaming iterator.next() to iterator.__next__(),Final,04-Mar-2007,25,0,1,1,0.0266141320645217,1.0
0,1,PEP Purpose and Guidelines,Active,13-Jun-2000,26,6,3,9,0.24111230529281918,0.24111230529281918
11,12,Sample reStructuredText PEP Template,Active,05-Aug-2002,26,4,1,5,0.1419373195167632,0.3830496248095824
494,676,PEP Infrastructure Process,Active,01-Nov-2021,26,1,2,3,0.08505896548484981,0.4681085902944322
545,729,Typing governance process,Active,19-Sep-2023,26,1,3,4,0.08505896548484981,0.553167555779282
107,287,reStructuredText Docstring Format,Active,25-Mar-2002,26,3,4,7,0.0730563190713462,0.6262238748506282
44,224,Attribute Docstrings,Rejected,23-Aug-2000,26,2,0,2,0.058475391950673916,0.6846992668013021
76,256,Docstring Processing System Framework,Rejected,01-Jun-2001,26,3,3,6,0.05614110648396806,0.7408403732852702
78,258,Docutils Design Specification,Rejected,31-May-2001,26,2,6,8,0.04950925757912685,0.790349630864397
534,718,Subscriptable functions,Draft,23-Jun-2023,26,1,0,1,0.040844261467585775,0.8311938923319828
543,727,Documentation in Annotated Metadata,Withdrawn,28-Aug-2023,26,1,1,2,0.040844261467585775,0.8720381537995686
77,257,Docstring Conventions,Active,29-May-2001,26,2,2,4,0.03966519882345423,0.9117033526230228
36,216,Docstring Format,Withdrawn,31-Jul-2000,26,2,1,3,0.03928311471196284,0.9509864673349857
8,9,Sample Plaintext PEP Template,Withdrawn,14-Aug-2001,26,1,2,3,0.03226918169563024,0.9832556490306159
46,226,Python 2.1 Release Schedule,Final,16-Oct-2000,26,0,1,1,0.01674435096938387,0.9999999999999998
31,211,Adding A New Outer Product Operator,Rejected,15-Jul-2000,27,4,3,7,0.22545989347981077,0.22545989347981077
283,465,A dedicated infix operator for matrix multiplication,Final,20-Feb-2014,27,5,2,7,0.20669307027141157,0.43215296375122236
45,225,Elementwise/Objectwise Operators,Rejected,19-Sep-2000,27,3,2,5,0.19059838832091566,0.6227513520721379
29,209,Multi-dimensional Arrays,Withdrawn,03-Jan-2001,27,1,4,5,0.08474639748827559,0.7074977495604136
27,207,Rich Comparisons,Final,25-Jul-2000,27,2,0,2,0.07191821284685336,0.779415962407267
28,208,Reworking the Coercion Model,Final,04-Dec-2000,27,1,1,2,0.03887475566410203,0.818290718071369
259,441,Improving Python ZIP Application Support,Final,30-Mar-2013,27,1,0,1,0.023822174157131927,0.8421128922285009
289,471,os.scandir() function -- a better and faster directory iterator,Final,30-May-2014,27,1,0,1,0.023822174157131927,0.8659350663856328
293,475,Retry system calls failing with EINTR,Final,29-Jul-2014,27,1,0,1,0.023822174157131927,0.8897572405427647
303,485,A Function for testing approximate equality,Final,20-Jan-2015,27,1,0,1,0.023822174157131927,0.9135794146998967
306,488,Elimination of PYO files,Final,20-Feb-2015,27,1,1,2,0.023822174157131927,0.9374015888570286
23,203,Augmented Assignments,Final,13-Jul-2000,27,0,1,1,0.020866137047657073,0.9582677259046857
296,478,Python 3.5 Release Schedule,Final,22-Sep-2014,27,0,6,6,0.020866137047657073,0.9791338629523427
631,820,PySlot: Unified slot system for the C API,Draft,19-Dec-2025,27,0,1,1,0.020866137047657073,0.9999999999999998
245,427,The Wheel Binary Package Format 1.0,Final,20-Sep-2012,28,7,1,8,0.38357701230134755,0.38357701230134755
243,425,Compatibility Tags for Built Distributions,Final,27-Jul-2012,28,7,1,8,0.3813498428585386,0.7649268551598862
331,513,A Platform Tag for Portable Linux Built Distributions,Superseded,19-Jan-2016,28,3,3,6,0.030976597375878268,0.7959034525357644
309,491,The Wheel Binary Package Format 1.9,Deferred,16-Apr-2015,28,2,2,4,0.027742248514735272,0.8236457010504997
486,668,Marking Python base environments as “externally managed”,Accepted,18-May-2021,28,1,2,3,0.02462193681478647,0.8482676378652861
445,627,Recording installed projects,Final,15-Jul-2020,28,1,0,1,0.023773478181303966,0.8720411160465902
389,571,The manylinux2010 Platform Tag,Superseded,05-Feb-2018,28,2,2,4,0.021737963070791767,0.893779079117382
345,527,Removing Un(der)used file types/extensions on PyPI,Final,23-Aug-2016,28,1,0,1,0.018965545924903095,0.912744625042285
418,600,Future 'manylinux' Platform Tags for Portable Linux Built Distributions,Final,03-May-2019,28,1,4,5,0.01708008229494197,0.929824707337227
417,599,The manylinux2014 Platform Tag,Superseded,29-Apr-2019,28,1,3,4,0.016938672522694882,0.9467633798599219
474,656,Platform Tag for Linux Distributions Using Musl,Final,17-Mar-2021,28,0,3,3,0.013309155035019716,0.9600725348949416
522,704,Require virtual environments by default for package installers,Withdrawn,16-Jan-2023,28,0,1,1,0.013309155035019716,0.9733816899299613
533,715,Disabling bdist_egg distribution uploads on PyPI,Final,06-Jun-2023,28,0,2,2,0.013309155035019716,0.986690844964981
593,777,How to Re-invent the Wheel,Draft,09-Oct-2024,28,0,2,2,0.013309155035019716,1.0000000000000007
279,461,Adding % formatting to bytes and bytearray,Final,13-Jan-2014,29,2,1,3,0.19043174236897215,0.19043174236897215
278,460,Add binary interpolation and formatting,Withdrawn,06-Jan-2014,29,1,1,2,0.18509027774932124,0.3755220201182934
661,3118,Revising the buffer protocol,Final,28-Aug-2006,29,4,0,4,0.1456847390371585,0.5212067591554519
177,358,"The ""bytes"" Object",Final,15-Feb-2006,29,2,2,4,0.12445991792464339,0.6456666770800953
680,3137,Immutable Bytes and Mutable Buffer,Final,26-Sep-2007,29,2,1,3,0.08599575685895625,0.7316624339390515
655,3112,Bytes literals in Python 3000,Final,23-Feb-2007,29,1,1,2,0.07612374575018789,0.8077861796892394
116,296,Adding a bytes Object Type,Withdrawn,12-Jul-2002,29,1,1,2,0.0429722775010304,0.8507584571902698
254,436,The Argument Clinic DSL,Final,22-Feb-2013,29,1,0,1,0.03310026639226205,0.8838587235825319
118,298,The Locked Buffer Interface,Withdrawn,26-Jul-2002,29,0,1,1,0.02322825528349369,0.9070869788660255
255,437,"A DSL for specifying signatures, annotations and argument converters",Rejected,11-Mar-2013,29,0,2,2,0.02322825528349369,0.9303152341495192
285,467,Minor API improvements for binary sequences,Draft,30-Mar-2014,29,0,2,2,0.02322825528349369,0.9535434894330129
392,574,Pickle protocol 5 with out-of-band data,Final,23-Mar-2018,29,0,1,1,0.02322825528349369,0.9767717447165066
506,688,Making the buffer protocol accessible in Python,Final,23-Apr-2022,29,0,1,1,0.02322825528349369,1.0000000000000002
97,277,Unicode file name support for Windows NT,Final,11-Jan-2002,30,1,0,1,0.0859512302925086,0.0859512302925086
113,293,Codec Error Handling Callbacks,Final,18-Jun-2002,30,1,0,1,0.0859512302925086,0.1719024605850172
174,355,Path - Object oriented filesystem paths,Rejected,24-Jan-2006,30,1,0,1,0.0859512302925086,0.2578536908775258
229,411,Provisional packages in the Python standard library,Superseded,10-Feb-2012,30,1,6,7,0.0859512302925086,0.3438049211700344
1,2,Procedure for Adding New Modules,Active,07-Jul-2001,30,2,0,2,0.07687819889694732,0.4206831200669817
187,368,Standard image protocol and class,Deferred,28-Jun-2007,30,2,0,2,0.07687819889694732,0.4975613189639291
686,3143,Standard daemon process library,Deferred,26-Jan-2009,30,2,0,2,0.07687819889694732,0.5744395178608763
687,3144,IP Address Manipulation Library for the Python Standard Library,Final,06-Feb-2012,30,2,0,2,0.07687819889694732,0.6513177167578237
696,3153,Asynchronous IO support,Superseded,29-May-2011,30,2,0,2,0.07687819889694732,0.728195915654771
202,383,Non-decodable Bytes in System Character Interfaces,Final,22-Apr-2009,30,1,2,3,0.07628240353151383,0.8044783191862849
246,428,The pathlib module -- object-oriented filesystem paths,Final,30-Jul-2012,30,1,2,3,0.07628240353151383,0.8807607227177987
226,408,Standard library __preview__ package,Rejected,07-Jan-2012,30,1,5,6,0.065707808476892,0.9464685311946907
337,519,Adding a file system path protocol,Final,11-May-2016,30,0,2,2,0.05353146880530931,1.0
203,384,Defining a Stable ABI,Final,17-May-2009,31,6,1,7,0.36699338888279326,0.36699338888279326
692,3149,ABI version tagged .so files,Final,09-Jul-2010,31,2,1,3,0.3297522231184222,0.6967456120012154
398,580,The C call protocol,Rejected,14-Jun-2018,31,4,5,9,0.06642975005233898,0.7631753620535544
211,393,Flexible String Representation,Final,24-Jan-2010,31,3,1,4,0.04809374999999999,0.8112691120535545
394,576,Rationalize Built-in function classes,Withdrawn,10-May-2018,31,3,1,4,0.03753312122922922,0.8488022332827837
397,579,Refactoring C functions and methods,Final,04-Jun-2018,31,2,5,7,0.03207959078914727,0.8808818240719309
393,575,Unifying function/method classes,Withdrawn,27-Mar-2018,31,2,3,5,0.029246587964034478,0.9101284120359654
408,590,Vectorcall: a fast calling protocol for CPython,Final,29-Mar-2019,31,2,3,5,0.029246587964034478,0.9393749999999998
441,623,Remove wstr from Unicode,Final,25-Jun-2020,31,1,1,2,0.023125,0.9624999999999999
442,624,Remove Py_UNICODE encoder APIs,Final,06-Jul-2020,31,0,1,1,0.0125,0.9749999999999999
536,720,Cross-compiling Python packages,Draft,01-Jul-2023,31,0,2,2,0.0125,0.9874999999999999
572,756,Add PyUnicode_Export() and PyUnicode_Import() C functions,Withdrawn,13-Sep-2024,31,0,1,1,0.0125,0.9999999999999999
10,11,CPython platform support,Active,07-Jul-2002,32,7,0,7,0.39031393338999104,0.39031393338999104
592,776,Emscripten Support,Draft,18-Mar-2025,32,2,1,3,0.10583806662203558,0.49615200001202664
560,744,JIT Compilation,Draft,11-Apr-2024,32,1,1,2,0.07427221870775712,0.5704242187197838
591,775,Make zlib required to build CPython,Withdrawn,24-Feb-2025,32,1,1,2,0.07427221870775712,0.6446964374275409
546,730,Adding iOS as a supported platform,Final,09-Oct-2023,32,1,1,2,0.05720977677278584,0.7019062142003267
599,783,Emscripten Packaging,Draft,28-Mar-2025,32,1,1,2,0.05720977677278584,0.7591159909731126
357,539,A New C-API for Thread-Local Storage in CPython,Final,20-Dec-2016,32,0,1,1,0.04014733483781457,0.7992633258109271
554,738,Adding Android as a supported platform,Final,12-Dec-2023,32,0,2,2,0.04014733483781457,0.8394106606487417
590,774,Removing the LLVM requirement for JIT builds,Deferred,27-Jan-2025,32,0,1,1,0.04014733483781457,0.8795579954865562
600,784,Adding Zstandard to the standard library,Final,06-Apr-2025,32,0,1,1,0.04014733483781457,0.9197053303243709
627,816,WASI Support,Active,05-Nov-2025,32,0,1,1,0.04014733483781457,0.9598526651621854
