PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
462,Core development workflow automation for CPython,Withdrawn,23-Jan-2014,14,3,3,6,0.1093814014160934,0.1093814014160934
507,Migrate CPython to Git and GitLab,Rejected,30-Sep-2015,14,3,3,6,0.1042977447900371,0.2136791462061305
101,Doing Python Releases 101,Active,22-Aug-2001,14,4,2,6,0.0996931409475946,0.3133722871537252
474,Creating forge.python.org,Withdrawn,19-Jul-2014,14,3,2,5,0.0985073763522578,0.411879663505983
347,Migrating the Python CVS to Subversion,Final,14-Jul-2004,14,2,0,2,0.0767312254766197,0.4886108889826028
42,Feature Requests,Withdrawn,12-Sep-2000,14,1,0,1,0.0708987713896285,0.5595096603722314
102,Doing Python Micro Releases,Superseded,09-Jan-2002,14,1,1,2,0.0630555830343103,0.6225652434065416
761,Deprecating PGP signatures for CPython artifacts,Active,08-Oct-2024,14,1,0,1,0.0630555830343103,0.6856208264408519
481,"Migrate CPython to Git, Github, and Phabricator",Withdrawn,29-Nov-2014,14,2,3,5,0.0609926911118691,0.7466135175527211
3,Guidelines for Handling Bug Reports,Withdrawn,25-Sep-2000,14,2,1,3,0.0590740667488555,0.8056875843015766
495,Local Time Disambiguation,Final,02-Aug-2015,14,1,1,2,0.0382678151245289,0.8439553994261055
512,Migrating from hg.python.org to GitHub,Final,17-Jan-2015,14,1,3,4,0.0379662628044263,0.8819216622305319
385,Migrating from Subversion to Mercurial,Final,25-May-2009,14,1,1,2,0.0294765265821477,0.9113981888126796
235,Import on Case-Insensitive Platforms,Final,21-Feb-2001,14,1,0,1,0.0265460970680206,0.9379442858807004
6,Bug Fix Releases,Superseded,15-Mar-2001,14,0,3,3,0.0206852380397664,0.9586295239204669
374,Choosing a distributed VCS for the Python project,Final,07-Nov-2008,14,0,2,2,0.0206852380397664,0.9793147619602331
500,A protocol for delegating datetime methods to their tzinfo implementations,Rejected,08-Aug-2015,14,0,1,1,0.0206852380397664,0.9999999999999998
