PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
302,New Import Hooks,Final,19-Dec-2002,16,11,3,14,0.2379016276633216,0.2379016276633216
338,Executing modules as scripts,Final,16-Oct-2004,16,3,3,6,0.1112366141088555,0.3491382417721771
366,Main module explicit relative imports,Final,01-May-2007,16,2,4,6,0.0871358195843522,0.4362740613565293
273,Import Modules from Zip Archives,Final,11-Oct-2001,16,1,1,2,0.083043906643295,0.5193179679998244
328,Imports: Multi-Line and Absolute/Relative,Final,21-Dec-2003,16,4,0,4,0.0794381756189812,0.5987561436188057
299,Special __main__() function in modules,Rejected,12-Aug-2002,16,2,0,2,0.0568303957891771,0.6555865394079828
402,Simplified Package Layout and Partitioning,Rejected,12-Jul-2011,16,4,2,6,0.0515612148020821,0.707147754210065
382,Namespace Packages,Rejected,02-Apr-2009,16,3,2,5,0.0482438555385765,0.7553916097486416
3147,PYC Repository Directories,Final,16-Dec-2009,16,2,2,4,0.0352608927604189,0.7906525025090605
3122,Delineation of the main module,Rejected,27-Apr-2007,16,1,3,4,0.0341529043248348,0.8248054068338954
451,A ModuleSpec Type for the Import System,Final,08-Aug-2013,16,3,4,7,0.0311019286351471,0.8559073354690425
420,Implicit Namespace Packages,Final,19-Apr-2012,16,3,4,7,0.0310654013353486,0.8869727368043911
304,Controlling Generation of Bytecode Files,Withdrawn,22-Jan-2003,16,1,2,3,0.0306228842550786,0.9175956210594698
395,Qualified Names for Modules,Withdrawn,04-Mar-2011,16,2,6,8,0.0288841060270418,0.9464797270865116
406,Improved Encapsulation of Import State,Withdrawn,04-Jul-2011,16,1,4,5,0.0222461980413122,0.968725925127824
369,Post import hooks,Withdrawn,02-Jan-2008,16,0,1,1,0.0156370374360879,0.9843629625639118
499,``python -m foo`` should also bind ``'foo'`` in ``sys.modules``,Deferred,07-Aug-2015,16,0,2,2,0.0156370374360879,0.9999999999999996
