PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
3102,Keyword-Only Arguments,Final,22-Apr-2006,22,4,0,4,0.2139153680615829,0.2139153680615829
3115,Metaclasses in Python 3000,Final,07-Mar-2007,22,3,1,4,0.1045086938415973,0.3184240619031803
3130,Access to Current Module/Class/Function,Rejected,22-Apr-2007,22,2,0,2,0.0792773493336876,0.397701411236868
3135,New Super,Final,28-Apr-2007,22,2,2,4,0.0682800993439693,0.4659815105808373
3113,Removal of Tuple Parameter Unpacking,Final,02-Mar-2007,22,2,1,3,0.0676117720866817,0.5335932826675192
570,Python Positional-Only Parameters,Final,20-Jan-2018,22,1,3,4,0.0648566805161296,0.5984499631836487
422,Simpler customisation of class creation,Withdrawn,05-Jun-2012,22,2,3,5,0.063606304821821,0.6620562680054698
487,Simpler customisation of class creation,Final,27-Feb-2015,22,2,3,5,0.063606304821821,0.7256625728272909
367,New Super,Superseded,28-Apr-2007,22,1,2,3,0.0556331884088294,0.7812957612361203
372,Adding an ordered dictionary to collections,Final,15-Jun-2008,22,1,1,2,0.0492363816245521,0.8305321428606725
457,Notation For Positional-Only Parameters,Final,08-Oct-2013,22,1,1,2,0.0449895225266513,0.8755216653873238
520,Preserving Class Attribute Definition Order,Final,07-Jun-2016,22,1,2,3,0.0446359384191111,0.920157603806435
375,Python 3.1 Release Schedule,Final,08-Feb-2009,22,0,1,1,0.0266141320645217,0.9467717358709566
736,Shorthand syntax for keyword arguments at invocation,Rejected,28-Nov-2023,22,0,1,1,0.0266141320645217,0.9733858679354784
3114,Renaming iterator.next() to iterator.__next__(),Final,04-Mar-2007,22,0,1,1,0.0266141320645217,1.0
