PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
211,Adding A New Outer Product Operator,Rejected,15-Jul-2000,15,4,3,7,0.1570746808563656,0.1570746808563656
461,Adding % formatting to bytes and bytearray,Final,13-Jan-2014,15,3,1,4,0.1486033148891798,0.3056779957455455
465,A dedicated infix operator for matrix multiplication,Final,20-Feb-2014,15,5,2,7,0.143665056955729,0.4493430527012745
460,Add binary interpolation and formatting,Withdrawn,06-Jan-2014,15,1,1,2,0.1409219447529601,0.5902649974542347
225,Elementwise/Objectwise Operators,Rejected,19-Sep-2000,15,3,2,5,0.1327409537652373,0.723005951219472
209,Multi-dimensional Arrays,Withdrawn,03-Jan-2001,15,1,4,5,0.0591201863350597,0.7821261375545318
207,Rich Comparisons,Final,25-Jul-2000,15,2,0,2,0.050280603273946,0.8324067408284779
208,Reworking the Coercion Model,Final,04-Dec-2000,15,1,1,2,0.0271786954367206,0.8595854362651986
441,Improving Python ZIP Application Support,Final,30-Mar-2013,15,1,0,1,0.016390399054413,0.8759758353196115
471,os.scandir() function -- a better and faster directory iterator,Final,30-May-2014,15,1,0,1,0.016390399054413,0.8923662343740246
475,Retry system calls failing with EINTR,Final,29-Jul-2014,15,1,0,1,0.016390399054413,0.9087566334284376
485,A Function for testing approximate equality,Final,20-Jan-2015,15,1,0,1,0.016390399054413,0.9251470324828508
488,Elimination of PYO files,Final,20-Feb-2015,15,1,1,2,0.016390399054413,0.9415374315372635
203,Augmented Assignments,Final,13-Jul-2000,15,0,1,1,0.014615642115684,0.9561530736529478
467,Minor API improvements for binary sequences,Draft,30-Mar-2014,15,0,1,1,0.014615642115684,0.9707687157686318
478,Python 3.5 Release Schedule,Final,22-Sep-2014,15,0,7,7,0.014615642115684,0.9853843578843158
820,PySlot: Unified slot system for the C API,Draft,19-Dec-2025,15,0,1,1,0.014615642115684,0.9999999999999998
