PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
308,Conditional Expressions,Final,07-Feb-2003,30,4,0,4,0.2197351496995375,0.2197351496995375
318,Decorators for Functions and Methods,Final,05-Jun-2003,30,1,2,3,0.1931551104214719,0.4128902601210094
3129,Class Decorators,Final,01-May-2007,30,2,1,3,0.1708160001099156,0.5837062602309251
309,Partial Function Application,Final,08-Feb-2003,30,1,0,1,0.0561133132702695,0.6398195735011947
341,Unifying try-except and try-finally,Final,04-May-2005,30,1,0,1,0.0561133132702695,0.6959328867714643
353,Using ssize_t as the index type,Final,18-Dec-2005,30,1,0,1,0.0561133132702695,0.7520462000417337
357,Allowing Any Object to be Used for Slicing,Final,09-Feb-2006,30,1,0,1,0.0561133132702695,0.8081595133120033
312,Simple Implicit Lambda,Deferred,11-Feb-2003,30,0,1,1,0.0479601216719992,0.8561196349840026
356,Python 2.5 Release Schedule,Final,07-Feb-2006,30,0,5,5,0.0479601216719992,0.9040797566560018
463,Exception-catching expressions,Rejected,15-Feb-2014,30,0,1,1,0.0479601216719992,0.9520398783280012
3133,Introducing Roles,Rejected,01-May-2007,30,0,1,1,0.0479601216719992,1.0000000000000002
