PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
602,Annual Release Cycle for Python,Active,04-Jun-2019,11,11,3,14,0.2543231915454472,0.2543231915454472
596,Python 3.9 Release Schedule,Final,04-Jun-2019,11,3,3,6,0.1338869844255408,0.388210175970988
598,Introducing incremental feature releases,Withdrawn,15-Jun-2019,11,3,3,6,0.1065763948055905,0.4947865707765786
719,Python 3.13 Release Schedule,Active,26-May-2023,11,1,1,2,0.0894728154060687,0.5842593861826474
605,A rolling feature release stream for CPython,Rejected,20-Sep-2019,11,4,4,8,0.0669043247924681,0.6511637109751155
614,Relaxing Grammar Restrictions On Decorators,Final,10-Feb-2020,11,1,0,1,0.0553506822135209,0.7065143931886364
616,String methods to remove prefixes and suffixes,Final,19-Mar-2020,11,1,0,1,0.0553506822135209,0.7618650754021573
20,The Zen of Python,Active,19-Aug-2004,11,3,0,3,0.0380664195958535,0.7999314949980109
607,Reducing CPython's Feature Delivery Latency,Final,11-Oct-2019,11,1,2,3,0.0316326114289702,0.8315641064269812
565,Show DeprecationWarning in __main__,Final,12-Nov-2017,11,2,0,2,0.0232630282559752,0.8548271346829563
606,Python Compatibility Version,Rejected,18-Oct-2019,11,1,6,7,0.0203763692766997,0.8752035039596561
3002,Procedure for Backwards-Incompatible Changes,Final,27-Mar-2006,11,1,0,1,0.0203023499879995,0.8955058539476556
608,Coordinated Python release,Rejected,25-Oct-2019,11,0,5,5,0.017415691008724,0.9129215449563796
693,Python 3.12 Release Schedule,Active,24-May-2022,11,0,1,1,0.017415691008724,0.9303372359651036
745,Python 3.14 Release Schedule,Active,24-Apr-2024,11,0,1,1,0.017415691008724,0.9477529269738276
790,Python 3.15 Release Schedule,Active,26-Apr-2025,11,0,1,1,0.017415691008724,0.9651686179825516
826,Python 3.16 Release Schedule,Active,23-Feb-2026,11,0,1,1,0.017415691008724,0.9825843089912758
3117,Postfix type declarations,Rejected,01-Apr-2007,11,0,1,1,0.017415691008724,0.9999999999999998
