PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
3101,Advanced String Formatting,Final,16-Apr-2006,23,6,0,6,0.1833091181731604,0.1833091181731604
215,String Interpolation,Superseded,24-Jul-2000,23,4,0,4,0.1344901148832121,0.3177992330563725
498,Literal String Interpolation,Final,01-Aug-2015,23,5,2,7,0.1221450672792004,0.4399443003355729
701,Syntactic formalization of f-strings,Accepted,15-Nov-2022,23,3,2,5,0.0820813275946309,0.5220256279302038
536,Final Grammar for Literal String Interpolation,Withdrawn,11-Dec-2016,23,1,2,3,0.0653532202349763,0.5873788481651803
501,General purpose template literal strings,Withdrawn,08-Aug-2015,23,3,6,9,0.0634464082487283,0.6508252564139085
378,Format Specifier for Thousands Separator,Final,12-Mar-2009,23,1,1,2,0.0563673223063687,0.7071925787202772
750,Template Strings,Final,08-Jul-2024,23,2,3,5,0.0524065279643296,0.7595991066846068
292,Simpler String Substitutions,Final,18-Jun-2002,23,2,1,3,0.0446370675253391,0.804236174209946
306,How to Change Python's Grammar,Withdrawn,29-Jan-2003,23,1,0,1,0.0434182215747179,0.847654395784664
502,String Interpolation - Extended Discussion,Rejected,10-Aug-2015,23,0,5,5,0.0304691208430672,0.8781235166277311
682,Format Specifier for Signed Zero,Final,29-Jan-2022,23,0,1,1,0.0304691208430672,0.9085926374707984
787,Safer subprocess usage using t-strings,Deferred,13-Apr-2025,23,0,2,2,0.0304691208430672,0.9390617583138656
3126,Remove Implicit String Concatenation,Rejected,29-Apr-2007,23,0,1,1,0.0304691208430672,0.9695308791569328
3127,Integer Literal Support and Syntax,Final,14-Mar-2007,23,0,2,2,0.0304691208430672,1.0
