PEP,title,status,created,group_id,in-degree_group,out-degree_group,degree_group,pagerank_group,pagerank_cumsum
380,Syntax for Delegating to a Subgenerator,Final,13-Feb-2009,18,7,0,7,0.2042662190112198,0.2042662190112198
523,Adding a frame evaluation API to CPython,Final,16-May-2016,18,3,0,3,0.0939114785021758,0.2981776975133957
492,Coroutines with async and await syntax,Final,09-Apr-2015,18,3,4,7,0.0919719292737828,0.3901496267871784
3156,"Asynchronous IO Support Rebooted: the ""asyncio"" Module",Final,12-Dec-2012,18,2,3,5,0.0736672551016396,0.4638168818888181
525,Asynchronous Generators,Final,28-Jul-2016,18,3,2,5,0.062982279624303,0.5267991615131211
468,Preserving the order of \*\*kwargs in a function.,Final,05-Apr-2014,18,2,0,2,0.0603400525183884,0.5871392140315096
689,Unstable C API tier,Final,22-Apr-2022,18,1,1,2,0.0541232479501532,0.6412624619816629
3148,futures - execute computations asynchronously,Final,16-Oct-2009,18,1,0,1,0.0501284520522172,0.6913909140338801
479,Change StopIteration handling inside generators,Final,15-Nov-2014,18,1,1,2,0.0488000368286987,0.7401909508625789
3152,Cofunctions,Rejected,13-Feb-2009,18,1,1,2,0.0488000368286987,0.7889909876912777
530,Asynchronous Comprehensions,Final,03-Sep-2016,18,1,2,3,0.0354728342454476,0.8244638219367253
472,Support for indexing with keyword arguments,Rejected,24-Jun-2014,18,0,1,1,0.0292560296772124,0.8537198516139377
494,Python 3.6 Release Schedule,Final,30-May-2015,18,0,4,4,0.0292560296772124,0.8829758812911502
669,Low Impact Monitoring for CPython,Final,18-Aug-2021,18,0,2,2,0.0292560296772124,0.9122319109683626
733,An Evaluation of Python's Public C API,Final,16-Oct-2023,18,0,1,1,0.0292560296772124,0.9414879406455752
828,Supporting 'yield from' in asynchronous generators,Draft,07-Mar-2026,18,0,2,2,0.0292560296772124,0.9707439703227876
3145,Asynchronous I/O For subprocess.Popen,Withdrawn,04-Aug-2009,18,0,1,1,0.0292560296772124,1.0
